price,address,squares,type,year,bed,bath,tax
"CA$959,000","20416 Park Avenue #313, Langley, BC","1,358 sq.ft. Home","Residential, Condo",2021,2,2,NA
"CA$819,900","20329 80 Avenue #2, Langley, BC","1,268 sq.ft. Home","Residential, Condo",2024,2,2+1,NA
"CA$999,000","3533 Ross Drive #1304, Vancouver, BC","1,042 sq.ft. Home","Residential, Condo",2020,2,2,NA
"CA$979,900","20329 80 Avenue #10, Langley, BC","1,373 sq.ft. Home","Residential, Condo",2024,4,2+1,NA
"CA$574,000","720 Carnarvon Street #604, New Westminster, BC",888 sq.ft. Home,"Residential, Condo",1996,1,1,NA
"CA$719,900","36060 Old Yale Road #3, Abbotsford, BC","1,428 sq.ft. Home","Residential, Condo",1990,3,2+1,NA
"CA$658,000","1892 Starling Drive #210, Tsawwassen, BC",883 sq.ft. Home,"Residential, Condo",2020,2,2,NA
"CA$720,000","737 Hamilton Street #312, New Westminster, BC","1,112 sq.ft. Home","Residential, Condo",1984,2,1+1,NA
"CA$765,900","3162 Riverwalk Avenue #303, Vancouver, BC",910 sq.ft. Home,"Residential, Condo",2015,2,2,NA
"CA$730,000","8180 Lansdowne Road #406, Richmond, BC",895 sq.ft. Home,"Residential, Condo",2009,1,2,NA
"CA$679,000","5598 Ormidale Street #708, Vancouver, BC",624 sq.ft. Home,"Residential, Condo",2017,1,1,NA
"CA$859,000","7788 Ackroyd Road #1311, Richmond, BC",961 sq.ft. Home,"Residential, Condo",2015,2,2,NA
"CA$795,000","2311 Beta Avenue #1208, Burnaby, BC",780 sq.ft. Home,"Residential, Condo",2021,2,2,NA
"CA$780,000","10822 City Parkway #107, Surrey, BC","1,139 sq.ft. Home","Residential, Condo",2009,2,2,NA
"CA$680,400","305 Morrissey Road #805, Port Moody, BC",629 sq.ft. Home,"Residential, Condo",2022,1,1,NA
"CA$558,000","2990 Boulder Street #216, Abbotsford, BC",980 sq.ft. Home,"Residential, Condo",2007,2,2,NA
"CA$639,999","9333 Tomicki Avenue #131, Richmond, BC",665 sq.ft. Home,"Residential, Condo",2014,1,1,NA
"CA$729,000","13325 102a Avenue #3703, Surrey, BC",889 sq.ft. Home,"Residential, Condo",2013,2,2,NA
"CA$975,000","4670 Assembly Way #4102, Burnaby, BC",838 sq.ft. Home,"Residential, Condo",2018,2,2,NA
"CA$878,000","7500 Granville Avenue #1006, Richmond, BC","1,385 sq.ft. Home","Residential, Condo",1992,2,2,NA
"CA$928,000","4400 Buchanan Street #701, Burnaby, BC","1,208 sq.ft. Home","Residential, Condo",2010,2,2,NA
"CA$755,000","652 Whiting Way #1502, Coquitlam, BC",763 sq.ft. Home,"Residential, Condo",2020,2,2,NA
"CA$569,000","2220 Kingsway #310, Vancouver, BC",520 sq.ft. Home,"Residential, Condo",2018,1,1,NA
"CA$919,000","2288 Alpha Avenue #1804, Burnaby, BC","1,003 sq.ft. Home","Residential, Condo",2021,3,2,NA
"CA$989,000","592 Harrison Avenue #204, Coquitlam, BC","1,037 sq.ft. Home","Residential, Condo",2026,3,2,NA
"CA$829,888","15152 62a Avenue #116, Surrey, BC","1,461 sq.ft. Home","Residential, Condo",2005,3,2+1,NA
"CA$578,000","13383 108 Avenue #308, Surrey, BC",999 sq.ft. Home,"Residential, Condo",1994,2,2,NA
"CA$699,999","308 Morrissey Road #2306, Port Moody, BC",595 sq.ft. Home,"Residential, Condo",2022,1,1,NA
"CA$798,900","12040 Plaza Street #113, Maple Ridge, BC","1,462 sq.ft. Home","Residential, Condo",2022,3,2+1,NA
"CA$846,600","7599 15th Street #312, Burnaby, BC",800 sq.ft. Home,"Residential, Condo",2023,2,2,NA
"CA$729,000","8761 University Crescent #1001, Burnaby, BC",811 sq.ft. Home,"Residential, Condo",2022,2,2,NA
"CA$998,000","3096 Windsor Gate #1001, Coquitlam, BC","1,110 sq.ft. Home","Residential, Condo",2019,2,2,NA
"CA$850,000","592 Harrison Avenue #111, Coquitlam, BC",814 sq.ft. Home,"Residential, Condo",2026,2,2,NA
"CA$899,900","7218 188 Street #6, Surrey, BC","1,540 sq.ft. Home","Residential, Condo",2022,4,2+1,NA
"CA$850,000","13328 96 Avenue #18, Surrey, BC","1,400 sq.ft. Home","Residential, Condo",2018,3,2+1,NA
"CA$909,000","2501 161a Street #224, Surrey, BC","1,420 sq.ft. Home","Residential, Condo",2011,3,2+1,NA
"CA$628,000","8080 Cambie Road #306, Richmond, BC",683 sq.ft. Home,"Residential, Condo",2008,1,1,NA
"CA$821,590","10333 133 Street #2403, Surrey, BC",743 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$909,800","5007 Ash Street #104, Vancouver, BC",611 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$788,000","5928 Birney Avenue #111, Vancouver, BC",680 sq.ft. Home,"Residential, Condo",2010,1,1,NA
"CA$999,900","4656 Orca Way #60, Tsawwassen, BC","1,679 sq.ft. Home","Residential, Condo",2021,4,3,NA
"CA$808,000","8033 Saba Road #601, Richmond, BC",875 sq.ft. Home,"Residential, Condo",2010,2,2,NA
"CA$834,000","19097 64 Avenue #41, Surrey, BC","1,401 sq.ft. Home","Residential, Condo",2015,3,2+1,NA
"CA$999,999","8055 Caribou Street, Mission, BC","1,858 sq.ft. Home","Residential, Condo",1985,3+1,2+1,NA
"CA$649,000","122 17th Street E #201, North Vancouver, BC",987 sq.ft. Home,"Residential, Condo",1973,2,1+1,NA
"CA$749,000","13226 104 Avenue #305, Surrey, BC","1,409 sq.ft. Home","Residential, Condo",1994,3,2,NA
"CA$799,999","20052 83a Avenue #403, Langley, BC","1,308 sq.ft. Home","Residential, Condo",2021,3,2,NA
"CA$888,000","7769 Park Crescent #1206, Burnaby, BC",898 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$763,000","8940 University Crescent #702, Burnaby, BC",924 sq.ft. Home,"Residential, Condo",2021,2,2,NA
"CA$690,000","610 Granville Street #1516, Vancouver, BC",660 sq.ft. Home,"Residential, Condo",2006,1,1,NA
"CA$599,987","20686 Eastleigh Crescent #303, Langley, BC",884 sq.ft. Home,"Residential, Condo",2020,2,2,NA
"CA$799,000","699 Whiting Way #2004, Coquitlam, BC",625 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$558,500","3170 Gladwin Road #1106, Abbotsford, BC","1,147 sq.ft. Home","Residential, Condo",1990,2,2,NA
"CA$570,000","16 Lakewood Drive #305, Vancouver, BC",807 sq.ft. Home,"Residential, Condo",1981,2,1,NA
"CA$698,000","13318 104 Avenue #1605, Surrey, BC",784 sq.ft. Home,"Residential, Condo",2021,2,2,NA
"CA$699,900","699 Whiting Way #1207, Coquitlam, BC",597 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$625,000","13428 105 Avenue #1901, Surrey, BC",646 sq.ft. Home,"Residential, Condo",2023,1,1,NA
"CA$460,000","12075 228 Street #211, Maple Ridge, BC",687 sq.ft. Home,"Residential, Condo",2008,1,1,NA
"CA$650,000","5355 Boundary Road #317, Vancouver, BC",806 sq.ft. Home,"Residential, Condo",1998,2,1,NA
"CA$775,000","2110 Cornwall Avenue #104, Vancouver, BC",600 sq.ft. Home,"Residential, Condo",1986,1,1,NA
"CA$828,000","4657 Hazel Street #1001, Burnaby, BC","1,034 sq.ft. Home","Residential, Condo",1993,2,2,NA
"CA$678,800","111 Georgia Street W #2902, Vancouver, BC",626 sq.ft. Home,"Residential, Condo",2007,1,1,NA
"CA$799,000","233 Robson Street #3105, Vancouver, BC",738 sq.ft. Home,"Residential, Condo",2009,1,1,NA
"CA$498,000","8600 General Currie Road #304, Richmond, BC",728 sq.ft. Home,"Residential, Condo",1990,1,1,NA
"CA$639,000","3538 Sawmill Crescent #1205, Vancouver, BC",600 sq.ft. Home,"Residential, Condo",2022,1,1,NA
"CA$699,900","4133 Stolberg Street #292, Richmond, BC",901 sq.ft. Home,"Residential, Condo",2013,2,1,NA
"CA$699,000","1889 Alberni Street #1010, Vancouver, BC",443 sq.ft. Home,"Residential, Condo",1998,1,1,NA
"CA$628,000","7373 Westminster Highway #507, Richmond, BC",696 sq.ft. Home,"Residential, Condo",2008,1,1,NA
"CA$689,800","13350 Central Avenue #305, Surrey, BC",710 sq.ft. Home,"Residential, Condo",2023,2,2,NA
"CA$879,000","4688 10th Avenue W #301, Vancouver, BC",876 sq.ft. Home,"Residential, Condo",1993,2,2,NA
"CA$675,000","10731 King George Boulevard #3206, Surrey, BC",701 sq.ft. Home,"Residential, Condo",2025,2,2,NA
"CA$584,000","15140 108 Avenue #303, Surrey, BC",930 sq.ft. Home,"Residential, Condo",1994,2,1,NA
"CA$878,900","6110 138 Street #5, Surrey, BC","1,744 sq.ft. Home","Residential, Condo",2006,4,2+1,NA
"CA$699,888","5078 Irving Street #303, Burnaby, BC","1,082 sq.ft. Home","Residential, Condo",1993,2,2,NA
"CA$869,900","11295 Pazarena Place #1001, Maple Ridge, BC","1,344 sq.ft. Home","Residential, Condo",2020,3,2+1,NA
"CA$749,900","6328 No. 3 Road #415, Richmond, BC",677 sq.ft. Home,"Residential, Condo",2022,2,2,NA
"CA$739,000","9288 Odlin Road #103, Richmond, BC",911 sq.ft. Home,"Residential, Condo",2009,2,2,NA
"CA$509,900","32690 14 Avenue #121, Mission, BC",833 sq.ft. Home,"Residential, Condo",2023,2,2,NA
"CA$935,000","16433 19 Avenue #77, Surrey, BC","1,449 sq.ft. Home","Residential, Condo",2019,3,2+1,NA
"CA$750,000","7535 Alderbridge Way #601, Richmond, BC",871 sq.ft. Home,"Residential, Condo",2007,2,2,NA
"CA$578,000","9595 Erickson Drive #1804, Burnaby, BC",903 sq.ft. Home,"Residential, Condo",1981,2,1,NA
"CA$473,900","13685 102 Avenue #607, Surrey, BC",459 sq.ft. Home,"Residential, Condo",2022,1,1,NA
"CA$459,900","13858 108 Avenue #311, Surrey, BC",506 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$649,000","19979 76 Avenue #407, Langley, BC",675 sq.ft. Home,"Residential, Condo",2025,1,1,NA
"CA$557,900","489 Interurban Way #1804, Vancouver, BC",492 sq.ft. Home,"Residential, Condo",2015,1,1,NA
"CA$799,900","1351 Continental Street #611, Vancouver, BC",626 sq.ft. Home,"Residential, Condo",2013,1,1,NA
"CA$779,000","1501 Foster Street #803, White Rock, BC",806 sq.ft. Home,"Residential, Condo",2022,1,1,NA
"CA$699,000","9868 Cameron Street #1907, Burnaby, BC",857 sq.ft. Home,"Residential, Condo",2009,2,2,NA
"CA$828,000","7380 Elmbridge Way #1510, Richmond, BC","1,060 sq.ft. Home","Residential, Condo",1996,3,2,NA
"CA$628,000","6383 Mckay Avenue #709, Burnaby, BC",479 sq.ft. Home,"Residential, Condo",2020,1,1,NA
"CA$888,000","618 Carnarvon Street #1601, New Westminster, BC",961 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$769,000","8131 Nunavut Lane #302, Vancouver, BC",781 sq.ft. Home,"Residential, Condo",2016,2,2,NA
"CA$900,000","1238 Melville Street #1501, Vancouver, BC",931 sq.ft. Home,"Residential, Condo",1996,2,2,NA
"CA$995,800","918 Cooperage Way #607, Vancouver, BC",885 sq.ft. Home,"Residential, Condo",2008,1,1,NA
"CA$849,000","6350 142 Street #25, Surrey, BC","1,474 sq.ft. Home","Residential, Condo",2014,3,2+1,NA
"CA$865,000","615 Cottonwood Avenue #422, Coquitlam, BC",863 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$995,000","20849 78b Avenue #13, Langley, BC","1,212 sq.ft. Home","Residential, Condo",2019,3,2+1,NA
"CA$888,000","13696 100 Avenue #4602, Surrey, BC","1,004 sq.ft. Home","Residential, Condo",2017,3,2,NA
"CA$991,000","1182 Westwood Street #2105, Coquitlam, BC",982 sq.ft. Home,"Residential, Condo",2023,2,2,NA
"CA$898,000","3300 Ketcheson Road #517, Richmond, BC",795 sq.ft. Home,"Residential, Condo",2020,2,2,NA
"CA$608,888","163 175a Street #210, Surrey, BC",687 sq.ft. Home,"Residential, Condo",2025,1,1,NA
"CA$838,900","13750 100 Avenue #4110, Surrey, BC",999 sq.ft. Home,"Residential, Condo",2016,3,2,NA
"CA$950,000","8033 166b Street #28, Surrey, BC","1,602 sq.ft. Home","Residential, Condo",2020,5,3+1,NA
"CA$542,999","15848 Fraser Highway #109, Surrey, BC",664 sq.ft. Home,"Residential, Condo",2023,2,1,NA
"CA$818,000","1768 Cook Street #1314, Vancouver, BC",532 sq.ft. Home,"Residential, Condo",2021,1,1,NA
"CA$999,000","1135 Ewen Avenue #10, New Westminster, BC","1,388 sq.ft. Home","Residential, Condo",2012,3,2+1,NA
"CA$498,900","20600 53a Avenue #104, Langley, BC","1,250 sq.ft. Home","Residential, Condo",1992,2,2,NA
"CA$515,000","13458 95 Avenue #416, Surrey, BC",535 sq.ft. Home,"Residential, Condo",2025,1,1,NA
"CA$999,888","8181 135a Street #24, Surrey, BC","1,757 sq.ft. Home","Residential, Condo",2023,4,3+1,NA
"CA$610,000","225 3rd Street W #210, North Vancouver, BC",780 sq.ft. Home,"Residential, Condo",1973,2,1,NA
"CA$589,900","1618 Grant Avenue #206, Port Coquitlam, BC",877 sq.ft. Home,"Residential, Condo",1995,2,2,NA
"CA$629,900","10333 133 Street #802, Surrey, BC",595 sq.ft. Home,"Residential, Condo",2024,2,1,NA
"CA$459,000","33173 Old Yale Road #338, Abbotsford, BC",937 sq.ft. Home,"Residential, Condo",1992,2,2,NA
"CA$788,000","9887 Whalley Boulevard #3004, Surrey, BC",830 sq.ft. Home,"Residential, Condo",2021,2,2,NA
"CA$993,000","38012 Keel Way, Squamish, BC","1,199 sq.ft. Home","Residential, Condo",2022,3,2+1,NA
"CA$998,000","5629 Birney Avenue #1007, Vancouver, BC",751 sq.ft. Home,"Residential, Condo",2021,2,2,NA
"CA$559,999","15357 17a Avenue #108, Surrey, BC",755 sq.ft. Home,"Residential, Condo",9999,1,1,NA
"CA$709,000","8699 Hazelbridge Way #1704, Richmond, BC",589 sq.ft. Home,"Residential, Condo",2021,1,1,NA
"CA$658,000","121 Brew Street #708, Port Moody, BC",731 sq.ft. Home,"Residential, Condo",2008,1,1,NA
"CA$805,000","615 Cottonwood Avenue #219, Coquitlam, BC",863 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$945,000","18828 69 Avenue #19, Surrey, BC","1,873 sq.ft. Home","Residential, Condo",2003,3,3,NA
"CA$599,900","12633 72 Avenue #310, Surrey, BC","1,454 sq.ft. Home","Residential, Condo",1993,2,2,NA
"CA$565,000","7435 121a Street #204, Surrey, BC","1,038 sq.ft. Home","Residential, Condo",1994,2,2,NA
"CA$999,000","6299 144 Street #7, Surrey, BC","1,869 sq.ft. Home","Residential, Condo",2010,4,2+1,NA
"CA$699,900","5638 201a Street #108, Langley, BC","1,134 sq.ft. Home","Residential, Condo",2019,3,2,NA
"CA$699,999","20140 56 Avenue #105, Langley, BC","1,462 sq.ft. Home","Residential, Condo",1990,3,2,NA
"CA$800,000","10731 King George Boulevard #3004, Surrey, BC",720 sq.ft. Home,"Residential, Condo",2025,2,2,NA
"CA$649,800","4134 Maywood Street #605, Burnaby, BC",937 sq.ft. Home,"Residential, Condo",1983,2,1,NA
"CA$935,000","1673 Lloyd Avenue #304, North Vancouver, BC",975 sq.ft. Home,"Residential, Condo",2011,2,2,NA
"CA$739,000","3050 Dayanee Springs Boulevard #306, Coquitlam, BC",886 sq.ft. Home,"Residential, Condo",2010,2,2,NA
"CA$539,000","20834 80 Avenue #B524, Langley, BC",671 sq.ft. Home,"Residential, Condo",2023,2,1,NA
"CA$698,000","13318 104 Avenue #1503, Surrey, BC",818 sq.ft. Home,"Residential, Condo",2021,2,2,NA
"CA$970,000","3833 Evergreen Place #1701, Burnaby, BC",950 sq.ft. Home,"Residential, Condo",2023,3,2,NA
"CA$560,000","10661 137a Street #510, Surrey, BC",646 sq.ft. Home,"Residential, Condo",2025,2,1,NA
"CA$739,800","6922 Ash Street #111, Vancouver, BC",506 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$464,990","15780 Fraser Highway #219, Surrey, BC",605 sq.ft. Home,"Residential, Condo",2027,2,1,NA
"CA$769,800","6808 Ash Street #14, Vancouver, BC",517 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$839,800","6922 Ash Street #101, Vancouver, BC",560 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$849,000","908 Quayside Drive #1905, New Westminster, BC",901 sq.ft. Home,"Residential, Condo",2019,2,2,NA
"CA$784,900","6285 King George Boulevard #408, Surrey, BC","1,132 sq.ft. Home","Residential, Condo",2024,3,2,NA
"CA$599,000","13468 King George Boulevard #311, Surrey, BC",752 sq.ft. Home,"Residential, Condo",2011,2,2,NA
"CA$838,000","258 Nelson's Court #2502, New Westminster, BC",877 sq.ft. Home,"Residential, Condo",2020,2,2,NA
"CA$748,000","11507 84 Avenue #114, Delta, BC",972 sq.ft. Home,"Residential, Condo",2020,2,2,NA
"CA$618,000","13688 100 Avenue #2409, Surrey, BC",844 sq.ft. Home,"Residential, Condo",2011,2,2,NA
"CA$669,900","108 Cordova Street W #2703, Vancouver, BC",682 sq.ft. Home,"Residential, Condo",2009,1,1,NA
"CA$689,000","6098 Station Street #2211, Burnaby, BC",585 sq.ft. Home,"Residential, Condo",2018,1,1,NA
"CA$514,888","8139 121a Street #409, Surrey, BC",797 sq.ft. Home,"Residential, Condo",1994,1,1,NA
"CA$690,000","7700 St. Albans Road #204, Richmond, BC",961 sq.ft. Home,"Residential, Condo",1992,2,2,NA
"CA$649,000","1252 Hornby Street #506, Vancouver, BC",602 sq.ft. Home,"Residential, Condo",2008,1,1,NA
"CA$759,000","608 Como Lake Avenue #409, Coquitlam, BC",909 sq.ft. Home,"Residential, Condo",2013,2,2,NA
"CA$599,000","9623 Manchester Drive #905, Burnaby, BC",969 sq.ft. Home,"Residential, Condo",1994,2,2,NA
"CA$917,900","308 Alderson Avenue #2307, Coquitlam, BC",864 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$910,000","9339 Alberta Road #70, Richmond, BC","1,278 sq.ft. Home","Residential, Condo",2003,3,2+1,NA
"CA$589,999","19131 Ford Road #211, Pitt Meadows, BC",957 sq.ft. Home,"Residential, Condo",1995,2,1,NA
"CA$729,900","2423 Avon Place #36, Port Coquitlam, BC","1,144 sq.ft. Home","Residential, Condo",2012,1,1,NA
"CA$648,000","4890 Lougheed Highway #2501, Burnaby, BC",540 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$649,000","15350 19a Avenue #209, Surrey, BC","1,173 sq.ft. Home","Residential, Condo",1996,2,2,NA
"CA$699,999","14861 98 Avenue #129, Surrey, BC","1,372 sq.ft. Home","Residential, Condo",1990,2,2,NA
"CA$799,000","618 Langside Avenue #216, Coquitlam, BC","1,056 sq.ft. Home","Residential, Condo",2013,2,2+1,NA
"CA$539,000","2351 Beta Avenue #1502, Burnaby, BC",516 sq.ft. Home,"Residential, Condo",2020,1,1,NA
"CA$938,000","2638 Ash Street #TH7, Vancouver, BC","1,026 sq.ft. Home","Residential, Condo",1989,2,2,NA
"CA$729,000","8600 Park Road #407, Richmond, BC",817 sq.ft. Home,"Residential, Condo",2011,2,2,NA
"CA$719,000","2978 Burlington Drive #414, Coquitlam, BC",911 sq.ft. Home,"Residential, Condo",1993,2,2,NA
"CA$834,998","7156 144 Street #25, Surrey, BC","1,458 sq.ft. Home","Residential, Condo",2009,3,2+1,NA
"CA$699,000","7088 Salisbury Avenue #1701, Burnaby, BC",834 sq.ft. Home,"Residential, Condo",2008,2,2,NA
"CA$748,000","9979 140 Street #122, Surrey, BC","1,201 sq.ft. Home","Residential, Condo",1999,2,NA,NA
"CA$749,900","9456 134 Street #432, Surrey, BC",957 sq.ft. Home,"Residential, Condo",2024,3,2,NA
"CA$838,888","14356 63a Avenue #54, Surrey, BC","1,446 sq.ft. Home","Residential, Condo",2011,3,2+1,NA
"CA$758,900","9371 Hemlock Drive #321, Richmond, BC",948 sq.ft. Home,"Residential, Condo",2009,2,2,NA
"CA$699,900","8379 201 Street #609, Langley, BC","1,078 sq.ft. Home","Residential, Condo",2023,2,2,NA
"CA$874,999","23343 Kanaka Way #16, Maple Ridge, BC","1,797 sq.ft. Home","Residential, Condo",2004,3,2+1,NA
"CA$868,000","3100 Windsor Gate #1305, Coquitlam, BC",965 sq.ft. Home,"Residential, Condo",2018,2,2,NA
"CA$634,999","8860 No. 1 Road #102, Richmond, BC",920 sq.ft. Home,"Residential, Condo",1973,2,1+1,NA
"CA$647,900","928 Homer Street #1705, Vancouver, BC",534 sq.ft. Home,"Residential, Condo",2006,1,1,NA
"CA$969,900","602 Citadel Parade #2203, Vancouver, BC",885 sq.ft. Home,"Residential, Condo",2007,2,2,NA
"CA$758,000","6388 Marlborough Avenue #201, Burnaby, BC",940 sq.ft. Home,"Residential, Condo",1992,2,2,NA
"CA$828,000","8288 Lansdowne Road #1601, Richmond, BC","1,063 sq.ft. Home","Residential, Condo",2008,2,2,NA
"CA$499,000","13968 Laurel Drive #333, Surrey, BC",635 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$829,000","4728 Dawson Street #119, Burnaby, BC",954 sq.ft. Home,"Residential, Condo",2008,2,2,NA
"CA$659,000","3333 Brown Road #1109, Richmond, BC",565 sq.ft. Home,"Residential, Condo",2018,1,1,NA
"CA$915,000","1455 Howe Street #1402, Vancouver, BC",729 sq.ft. Home,"Residential, Condo",2007,1,1,NA
"CA$989,000","125 14th Street E #1202, North Vancouver, BC",775 sq.ft. Home,"Residential, Condo",2017,2,2,NA
"CA$570,000","19953 76 Avenue #510, Langley, BC",669 sq.ft. Home,"Residential, Condo",2025,1,1,NA
"CA$469,900","1355 Winter Street #102, White Rock, BC",950 sq.ft. Home,"Residential, Condo",1980,2,2,NA
"CA$899,000","16233 83 Avenue #87, Surrey, BC","1,541 sq.ft. Home","Residential, Condo",2006,4,1+1,NA
"CA$820,000","9390 University Crescent #302, Burnaby, BC","1,143 sq.ft. Home","Residential, Condo",2004,3,2,NA
"CA$599,900","6328 No. 3 Road #1504, Richmond, BC",452 sq.ft. Home,"Residential, Condo",2022,1,1,NA
"CA$699,000","14818 60 Avenue #202, Surrey, BC",910 sq.ft. Home,"Residential, Condo",2021,2,2,NA
"CA$648,800","2960 151 Street #317, Surrey, BC",853 sq.ft. Home,"Residential, Condo",2018,2,2,NA
"CA$699,990","3528 146a Street #215, Surrey, BC",850 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$580,000","14820 104 Avenue #1905, Surrey, BC","1,060 sq.ft. Home","Residential, Condo",1994,2,2,NA
"CA$820,000","21867 50 Avenue #9, Langley, BC","1,667 sq.ft. Home","Residential, Condo",2011,4,2,NA
"CA$630,000","10880 No. 5 Road #323, Richmond, BC",710 sq.ft. Home,"Residential, Condo",2014,1,1,NA
"CA$700,000","8488 Cornish Street #809, Vancouver, BC",575 sq.ft. Home,"Residential, Condo",2014,1,1,NA
"CA$749,900","1888 Gilmore Avenue #3109, Burnaby, BC",633 sq.ft. Home,"Residential, Condo",2020,1,1,NA
"CA$669,900","14550 Winter Crescent #309, Surrey, BC",929 sq.ft. Home,"Residential, Condo",2019,2,2,NA
"CA$799,900","939 Homer Street #2906, Vancouver, BC",825 sq.ft. Home,"Residential, Condo",1998,2,2,NA
"CA$759,800","1135 Windsor Mews #203, Coquitlam, BC",884 sq.ft. Home,"Residential, Condo",2015,2,2,NA
"CA$769,000","530 Whiting Way #704, Coquitlam, BC",874 sq.ft. Home,"Residential, Condo",2019,2,2,NA
"CA$629,900","289 6th Avenue E #512, Vancouver, BC",464 sq.ft. Home,"Residential, Condo",2015,1,1,NA
"CA$738,000","3699 Sexsmith Road #519, Richmond, BC",689 sq.ft. Home,"Residential, Condo",2023,2,1,NA
"CA$760,000","7453 Moffatt Road #119, Richmond, BC","1,082 sq.ft. Home","Residential, Condo",1990,2,2,NA
"CA$537,500","9867 Manchester Drive #509, Burnaby, BC",820 sq.ft. Home,"Residential, Condo",1982,2,1,NA
"CA$800,000","5900 Alderbridge Way #1203, Richmond, BC",865 sq.ft. Home,"Residential, Condo",2008,2,2,NA
"CA$744,900","2275 Hawthorne Avenue #205, Port Coquitlam, BC",905 sq.ft. Home,"Residential, Condo",2025,2,2,NA
"CA$840,000","6188 No. 3 Road #1606, Richmond, BC",866 sq.ft. Home,"Residential, Condo",2016,2,2,NA
"CA$760,000","1190 Pipeline Road #1201, Coquitlam, BC","1,259 sq.ft. Home","Residential, Condo",1994,2,2,NA
"CA$678,000","13655 Fraser Highway #1004, Surrey, BC",809 sq.ft. Home,"Residential, Condo",2021,2,2,NA
"CA$897,000","233 Robson Street #603, Vancouver, BC",967 sq.ft. Home,"Residential, Condo",2009,2,1,NA
"CA$539,000","20360 Logan Avenue #601, Langley, BC",691 sq.ft. Home,"Residential, Condo",2022,2,1,NA
"CA$988,000","7686 209 Street #19, Langley, BC","1,900 sq.ft. Home","Residential, Condo",2015,4,3+1,NA
"CA$594,900","19976 76 Avenue #520, Langley, BC",575 sq.ft. Home,"Residential, Condo",2025,1,1,NA
"CA$689,000","9399 Tomicki Avenue #415, Richmond, BC",785 sq.ft. Home,"Residential, Condo",2011,2,1,NA
"CA$598,888","901 Lougheed Highway #1501, Coquitlam, BC",475 sq.ft. Home,"Residential, Condo",2023,1,1,NA
"CA$953,000","4890 Lougheed Highway #1802, Burnaby, BC",750 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$699,000","7511 120 Street #211, Delta, BC","1,031 sq.ft. Home","Residential, Condo",2012,3,2,NA
"CA$726,000","8238 Saba Road #802, Richmond, BC",944 sq.ft. Home,"Residential, Condo",1997,2,2,NA
"CA$599,999","13918 72 Avenue #118, Surrey, BC",993 sq.ft. Home,"Residential, Condo",1990,2,2,NA
"CA$738,800","4888 Brentwood Drive #1808, Burnaby, BC",831 sq.ft. Home,"Residential, Condo",2008,2,2,NA
"CA$649,000","9080 University Crescent #302, Burnaby, BC",900 sq.ft. Home,"Residential, Condo",2015,2,2,NA
"CA$874,900","635 Gardena Drive #509, Coquitlam, BC",769 sq.ft. Home,"Residential, Condo",2026,2,2,NA
"CA$848,000","6333 Silver Avenue #2708, Burnaby, BC",732 sq.ft. Home,"Residential, Condo",2015,2,2,NA
"CA$659,000","4134 Maywood Street #1206, Burnaby, BC",905 sq.ft. Home,"Residential, Condo",1985,2,1+1,NA
"CA$629,000","501 Pacific Street #2610, Vancouver, BC",511 sq.ft. Home,"Residential, Condo",1999,NA,1,NA
"CA$658,000","814 Royal Avenue #1407, New Westminster, BC",809 sq.ft. Home,"Residential, Condo",2007,2,2,NA
"CA$865,000","33860 Marshall Road #10, Abbotsford, BC","1,751 sq.ft. Home","Residential, Condo",2014,4,3+1,NA
"CA$649,000","939 Expo Boulevard #811, Vancouver, BC",611 sq.ft. Home,"Residential, Condo",2005,1,1,NA
"CA$596,000","1252 Town Centre Boulevard #224, Coquitlam, BC",871 sq.ft. Home,"Residential, Condo",1996,1,1,NA
"CA$545,000","4194 Maywood Street #404, Burnaby, BC",746 sq.ft. Home,"Residential, Condo",1984,1,1,NA
"CA$499,900","13350 Central Avenue #2606, Surrey, BC",462 sq.ft. Home,"Residential, Condo",2023,1,1,NA
"CA$769,000","333 1st Street E #302, North Vancouver, BC",740 sq.ft. Home,"Residential, Condo",2001,1,1,NA
"CA$750,000","20061 Fraser Highway #415, Langley, BC",980 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$860,000","16433 19 Avenue #125, White Rock, BC","1,253 sq.ft. Home","Residential, Condo",2020,2,2+1,NA
"CA$649,000","2940 King George Boulevard #413, Surrey, BC",874 sq.ft. Home,"Residential, Condo",2009,2,2,NA
